Company,Revenue_M$,EBITDA_M$,EBITDA_Margin,Revenue_Growth_1yr,Revenue_CAGR_3yr,EBITDA_Growth_1yr,EBITDA_CAGR_3yr,Gross_Margin,Net_Margin,ROA,ROE,ROIC,Debt_M$,Equity_M$,Debt_to_EBITDA,Debt_to_Equity,Current_Ratio,Quick_Ratio,Interest_Coverage,Working_Capital_M$,Capex_to_Sales,Free_Cash_Flow_Margin,Asset_Turnover,Inventory_Turnover,DSO,DPO,DIO,Cash_Conversion_Cycle,Customer_Concentration,Employee_Count,Revenue_per_Employee,IRR_Y5
Company_06950,29.92,5.15,0.172,-0.057,0.125,-0.081,0.206,0.49,0.118,0.063,0.191,0.215,29.77,34.78,5.78,0.86,2.86,0.83,11.2,0.6,0.049,-0.014,0.59,5.21,67.9,33.4,67.9,102.4,0.146,4848,6172.0,0.114
Company_06951,755.2,290.75,0.385,-0.1,0.175,-0.119,-0.078,0.342,0.259,0.022,0.19,0.075,1491.55,2854.24,5.13,0.52,2.65,1.46,10.84,15.1,0.023,0.063,0.92,5.72,74.9,35.5,98.0,137.4,0.172,4758,158722.0,-0.018
Company_06952,479.04,37.84,0.079,0.179,0.243,0.016,0.057,0.46,0.179,0.18,0.168,0.089,183.9,278.73,4.86,0.66,1.87,1.24,14.82,9.58,0.053,0.121,1.44,9.89,49.6,69.6,82.2,62.2,0.231,4160,115154.0,0.255
Company_06953,452.3,124.38,0.275,0.125,0.136,0.034,-0.049,0.218,0.269,0.019,0.271,0.068,228.86,900.41,1.84,0.25,2.89,1.01,2.5,9.05,0.078,0.163,0.75,6.82,42.6,67.8,72.4,47.2,0.054,2224,203372.0,0.09
Company_06954,17.03,6.64,0.39,-0.016,-0.017,0.257,0.245,0.577,0.091,0.062,0.08,0.24,12.42,36.55,1.87,0.34,1.66,1.77,11.62,0.34,0.046,0.106,0.58,9.72,35.2,40.1,56.1,51.2,0.224,2143,7947.0,0.323
Company_06955,821.2,321.91,0.392,-0.007,-0.023,0.076,0.287,0.727,0.203,0.056,0.229,0.143,469.99,1690.35,1.46,0.28,1.18,0.6,9.2,16.42,0.021,-0.043,1.68,6.8,59.5,27.3,75.6,107.8,0.458,2217,370410.0,0.359
Company_06956,366.23,78.74,0.215,0.224,0.183,-0.151,0.03,0.229,0.282,0.014,0.22,0.145,439.37,712.31,5.58,0.62,1.69,0.98,12.62,7.32,0.062,0.123,1.75,2.26,67.8,55.2,54.6,67.2,0.238,3657,100145.0,0.158
Company_06957,545.36,58.35,0.107,0.101,0.145,0.18,0.296,0.331,0.125,0.041,0.066,0.11,308.09,549.95,5.28,0.56,1.73,1.6,2.19,10.91,0.095,-0.028,1.85,4.7,82.2,21.9,78.5,138.8,0.443,2123,256882.0,-0.026
Company_06958,680.53,82.34,0.121,0.179,-0.001,0.082,0.201,0.391,0.286,0.165,0.104,0.144,509.68,959.71,6.19,0.53,2.6,0.77,11.44,13.61,0.017,0.075,0.81,5.7,78.1,47.6,77.2,107.7,0.268,1500,453687.0,0.033
Company_06959,705.6,254.72,0.361,0.081,0.026,-0.001,-0.1,0.372,0.13,0.017,0.247,0.097,1248.13,2826.36,4.9,0.44,2.43,1.24,4.93,14.11,0.034,-0.039,0.21,11.21,57.0,27.3,49.3,79.0,0.027,59,11959322.0,0.18
Company_06960,956.42,352.92,0.369,-0.005,0.175,0.281,0.094,0.224,0.143,0.014,0.108,0.24,1189.34,2918.91,3.37,0.41,2.24,1.04,8.68,19.13,0.094,0.153,1.66,11.64,82.0,33.4,26.5,75.1,0.263,1963,487224.0,0.102
Company_06961,536.03,140.98,0.263,0.288,0.12,-0.107,0.234,0.264,0.246,0.13,0.194,0.103,902.27,1198.34,6.4,0.75,1.38,0.99,11.22,10.72,0.064,0.013,1.86,7.76,51.7,58.8,65.9,58.8,0.256,2246,238660.0,0.072
Company_06962,405.72,129.02,0.318,0.126,0.126,0.348,0.114,0.747,0.093,0.027,0.071,0.235,606.39,841.62,4.7,0.72,2.6,1.12,12.48,8.11,0.055,-0.022,1.71,3.56,44.6,61.9,95.5,78.2,0.051,3960,102455.0,0.242
Company_06963,954.17,294.84,0.309,-0.048,0.013,0.0,0.12,0.627,0.218,0.081,0.106,0.148,377.4,3466.73,1.28,0.11,1.06,1.31,11.58,19.08,0.038,0.145,0.65,9.15,41.3,32.4,39.1,48.0,0.305,3872,246428.0,0.227
Company_06964,645.69,182.08,0.282,0.062,0.139,0.077,0.079,0.775,0.104,0.01,0.273,0.137,1163.49,2048.57,6.39,0.57,1.44,0.96,12.53,12.91,0.062,0.001,0.35,5.66,42.0,42.7,30.1,29.4,0.068,1971,327595.0,0.135
Company_06965,305.17,103.76,0.34,0.032,0.181,0.358,0.058,0.464,0.186,0.079,0.14,0.211,647.46,350.79,6.24,1.85,2.1,1.1,2.09,6.1,0.053,0.08,1.5,2.67,77.9,51.2,41.0,67.7,0.37,120,2543083.0,0.036
Company_06966,135.2,39.21,0.29,-0.014,0.216,0.257,-0.089,0.727,0.237,0.07,0.251,0.149,217.62,248.95,5.55,0.87,1.95,1.43,7.4,2.7,0.062,0.05,0.36,8.96,81.0,56.1,63.9,88.8,0.189,1355,99779.0,0.026
Company_06967,844.13,200.06,0.237,0.273,0.171,-0.155,0.149,0.69,0.027,0.126,0.17,0.103,1314.39,1322.37,6.57,0.99,2.38,1.0,2.84,16.88,0.029,0.007,0.83,5.48,44.9,62.4,77.8,60.3,0.132,3055,276311.0,0.06
Company_06968,368.56,49.02,0.133,0.252,0.123,0.147,0.207,0.725,0.045,0.105,0.131,0.137,166.18,265.83,3.39,0.63,2.59,1.8,10.32,7.37,0.056,0.009,0.39,4.98,60.4,48.1,95.2,107.5,0.339,1089,338439.0,0.081
Company_06969,663.87,205.8,0.31,-0.02,0.152,-0.014,0.216,0.223,0.282,0.139,0.192,0.138,1249.21,1433.76,6.07,0.87,2.73,1.7,5.18,13.28,0.018,0.023,0.43,11.7,87.2,30.1,24.7,81.8,0.348,484,1371632.0,-0.028
Company_06970,476.11,102.84,0.216,0.041,0.096,0.105,0.15,0.592,0.248,0.188,0.183,0.109,678.74,725.72,6.6,0.94,2.93,0.71,2.18,9.52,0.049,0.063,1.9,2.63,68.2,39.1,25.6,54.7,0.014,4763,99960.0,-0.116
Company_06971,206.94,31.66,0.153,0.205,0.018,0.246,0.037,0.54,0.266,0.161,0.296,0.134,182.04,316.35,5.75,0.58,2.11,1.77,2.58,4.14,0.024,0.004,1.58,11.29,48.7,46.7,35.2,37.2,0.189,3934,52603.0,0.016
Company_06972,605.67,200.48,0.331,-0.017,0.215,0.098,-0.091,0.527,0.143,0.187,0.136,0.074,1080.59,2243.92,5.39,0.48,2.16,0.77,4.12,12.11,0.029,-0.013,1.25,8.42,65.6,61.6,64.4,68.4,0.1,4356,139043.0,-0.027
Company_06973,70.08,20.6,0.294,0.137,0.11,-0.157,0.258,0.503,0.221,0.02,0.213,0.238,64.68,159.65,3.14,0.41,2.12,0.67,6.94,1.4,0.059,0.039,1.1,6.53,56.0,60.3,37.2,32.9,0.24,2080,33692.0,0.3
Company_06974,419.21,158.46,0.378,0.18,0.128,0.118,0.072,0.678,0.3,0.198,0.222,0.178,480.13,842.03,3.03,0.57,2.79,1.97,9.39,8.38,0.087,0.176,0.85,6.37,67.2,51.9,78.9,94.2,0.358,161,2603789.0,0.317
Company_06975,551.15,59.52,0.108,0.162,0.247,-0.186,0.14,0.781,0.141,0.071,0.207,0.089,380.33,465.61,6.39,0.82,2.54,1.33,9.1,11.02,0.053,0.074,0.41,3.1,66.5,36.6,87.9,117.8,0.256,3168,173974.0,0.032
Company_06976,441.69,122.35,0.277,0.183,0.246,0.009,-0.022,0.697,0.257,0.063,0.17,0.208,254.49,562.98,2.08,0.45,1.99,1.8,12.59,8.83,0.074,-0.014,1.14,10.01,82.7,49.0,50.6,84.3,0.019,1451,304404.0,0.403
Company_06977,751.19,101.41,0.135,0.183,0.126,0.087,-0.043,0.722,0.042,0.087,0.246,0.103,127.78,624.68,1.26,0.2,2.37,0.87,6.38,15.02,0.045,-0.032,0.66,4.21,55.3,42.6,64.4,77.1,0.376,3177,236446.0,0.172
Company_06978,829.65,303.65,0.366,0.286,-0.04,0.187,-0.065,0.49,0.172,0.159,0.242,0.169,1469.67,2373.21,4.84,0.62,1.61,1.92,5.18,16.59,0.01,0.118,0.8,10.55,63.4,41.0,31.6,54.0,0.041,2533,327537.0,0.258
Company_06979,773.53,65.75,0.085,0.039,0.069,0.104,0.22,0.614,0.113,0.191,0.29,0.233,198.56,760.44,3.02,0.26,1.33,1.85,11.94,15.47,0.082,0.031,0.84,10.6,69.4,40.5,97.8,126.7,0.158,1814,426422.0,0.156
Company_06980,48.42,13.56,0.28,0.251,0.231,-0.109,0.159,0.449,0.166,0.115,0.294,0.203,72.95,97.9,5.38,0.75,1.09,1.31,7.48,0.97,0.091,0.123,1.26,9.93,41.7,48.3,21.5,14.9,0.32,4215,11488.0,0.221
Company_06981,202.19,66.12,0.327,-0.091,0.036,0.359,0.148,0.416,0.052,0.039,0.104,0.074,461.52,204.42,6.98,2.26,1.83,1.76,14.02,4.04,0.038,0.194,0.76,11.88,34.2,61.3,27.8,0.7,0.325,1345,150327.0,0.101
Company_06982,541.24,94.18,0.174,0.015,0.25,0.19,0.268,0.737,0.123,0.051,0.214,0.159,216.61,375.9,2.3,0.58,1.74,1.08,6.69,10.82,0.099,0.075,0.66,9.26,72.4,63.7,22.3,31.0,0.204,2838,190712.0,0.084
Company_06983,935.47,359.22,0.384,-0.081,-0.025,-0.01,-0.037,0.743,0.041,0.087,0.264,0.192,1048.92,2366.92,2.92,0.44,2.52,1.4,9.63,18.71,0.016,0.018,0.94,10.7,87.3,48.7,87.2,125.8,0.374,3784,247217.0,0.194
Company_06984,836.61,291.14,0.348,0.16,0.12,0.38,-0.032,0.609,0.147,0.079,0.291,0.09,1333.42,1316.2,4.58,1.01,2.01,1.5,11.85,16.73,0.027,0.123,0.34,8.45,41.4,45.4,49.8,45.8,0.436,4376,191181.0,0.258
Company_06985,844.11,129.15,0.153,-0.06,0.105,0.33,-0.024,0.703,0.144,0.055,0.086,0.07,644.46,763.16,4.99,0.84,1.34,1.77,9.98,16.88,0.072,0.136,0.89,11.97,73.5,55.6,99.6,117.5,0.358,4044,208731.0,-0.081
Company_06986,310.18,16.44,0.053,0.238,0.027,-0.114,0.069,0.416,0.112,0.172,0.287,0.08,114.42,178.21,6.96,0.64,1.2,1.48,14.89,6.2,0.071,0.173,0.33,5.57,40.1,29.1,33.5,44.5,0.475,1723,180023.0,0.044
Company_06987,435.15,67.01,0.154,0.159,0.235,0.193,0.25,0.46,0.286,0.063,0.106,0.243,266.03,616.23,3.97,0.43,1.16,1.97,6.63,8.7,0.094,0.133,0.56,4.71,62.7,48.4,22.4,36.7,0.028,2938,148111.0,0.128
Company_06988,476.0,70.45,0.148,-0.088,0.136,0.136,0.253,0.693,0.043,0.123,0.193,0.219,162.74,614.57,2.31,0.26,1.04,0.52,2.85,9.52,0.083,-0.037,1.84,7.54,57.9,39.0,33.3,52.2,0.165,340,1400000.0,0.004
Company_06989,165.8,59.85,0.361,0.186,0.019,-0.084,0.136,0.439,0.251,0.101,0.214,0.222,377.06,391.37,6.3,0.96,1.15,1.75,7.04,3.32,0.027,0.128,0.87,7.35,46.1,46.0,95.2,95.3,0.449,4593,36098.0,0.153
Company_06990,40.76,15.81,0.388,0.245,0.065,-0.06,0.163,0.224,0.119,0.185,0.27,0.099,83.16,157.18,5.26,0.53,2.51,0.95,3.82,0.82,0.032,0.009,0.93,7.11,88.7,59.7,81.1,110.1,0.318,422,96588.0,0.149
Company_06991,947.43,71.06,0.075,0.164,0.166,0.138,0.259,0.412,0.076,0.129,0.251,0.162,335.4,851.74,4.72,0.39,2.55,0.67,3.3,18.95,0.019,-0.007,1.77,3.66,81.4,48.0,79.7,113.1,0.491,1655,572465.0,-0.022
Company_06992,248.31,53.39,0.215,-0.088,0.039,-0.007,0.15,0.439,0.096,0.073,0.284,0.148,330.48,320.27,6.19,1.03,1.71,0.82,12.6,4.97,0.035,-0.01,1.17,4.84,85.5,65.5,74.5,94.5,0.222,4216,58897.0,0.123
Company_06993,247.55,59.91,0.242,0.243,0.214,0.301,-0.008,0.293,0.273,0.131,0.247,0.217,87.47,539.81,1.46,0.16,1.07,1.69,6.3,4.95,0.056,-0.048,0.21,3.72,48.9,43.2,27.6,33.3,0.038,3989,62058.0,0.321
Company_06994,92.55,7.68,0.083,0.193,-0.0,-0.141,0.182,0.406,0.251,0.071,0.135,0.134,28.65,37.0,3.73,0.77,1.26,1.1,5.91,1.85,0.032,-0.013,1.14,4.19,80.2,68.6,37.0,48.6,0.299,1058,87476.0,0.114
Company_06995,929.22,169.12,0.182,0.051,0.029,0.348,0.208,0.761,0.024,0.027,0.095,0.158,1070.53,657.29,6.33,1.63,2.01,1.5,4.65,18.58,0.073,0.143,0.21,11.07,37.2,59.2,98.9,76.9,0.45,1468,632984.0,-0.077
Company_06996,583.94,94.01,0.161,0.031,-0.007,0.304,0.154,0.715,0.061,0.102,0.089,0.166,141.02,1103.75,1.5,0.13,2.95,1.49,14.71,11.68,0.092,0.173,1.43,2.32,34.9,43.3,52.7,44.3,0.15,2702,216114.0,0.19
Company_06997,670.37,159.55,0.238,0.092,-0.019,0.243,0.009,0.468,0.209,0.173,0.072,0.124,708.4,771.26,4.44,0.92,1.24,1.02,4.01,13.41,0.027,0.029,0.3,10.34,52.1,67.9,78.7,62.9,0.016,2836,236379.0,0.086
Company_06998,912.46,256.4,0.281,0.247,0.04,-0.042,0.06,0.626,0.109,0.183,0.283,0.057,733.3,1006.15,2.86,0.73,1.31,1.3,11.18,18.25,0.097,0.056,0.84,3.61,87.2,55.4,96.4,128.2,0.26,1138,801810.0,0.222
Company_06999,352.16,104.24,0.296,0.001,0.25,0.229,0.088,0.291,0.277,0.113,0.172,0.149,458.66,765.7,4.4,0.6,1.81,1.26,4.04,7.04,0.095,-0.039,0.51,5.33,54.5,34.9,72.1,91.7,0.277,3578,98424.0,0.048
Company_07000,625.29,61.28,0.098,-0.06,-0.022,0.063,-0.042,0.652,0.24,0.143,0.291,0.149,96.82,567.93,1.58,0.17,2.23,1.15,8.5,12.51,0.04,0.097,1.82,8.3,38.8,37.7,48.7,49.8,0.329,1640,381274.0,0.064
Company_07001,48.41,16.22,0.335,0.246,0.014,0.18,0.081,0.485,0.265,0.126,0.244,0.058,68.94,48.72,4.25,1.42,1.78,0.87,8.93,0.97,0.059,-0.046,1.37,11.63,61.4,21.1,74.8,115.1,0.187,1259,38451.0,0.255
Company_07002,194.9,55.94,0.287,-0.089,0.031,-0.012,-0.036,0.634,0.074,0.164,0.288,0.147,227.68,368.85,4.07,0.62,2.25,1.19,12.94,3.9,0.075,0.067,1.35,10.14,84.6,36.0,37.6,86.2,0.1,3991,48835.0,0.058
Company_07003,832.93,300.69,0.361,0.264,0.136,0.302,0.1,0.586,0.062,0.03,0.267,0.152,417.96,2172.5,1.39,0.19,1.13,0.61,7.95,16.66,0.085,-0.001,1.37,11.61,78.8,44.2,91.2,125.8,0.012,1544,539462.0,0.419
Company_07004,769.1,159.2,0.207,0.022,0.174,-0.176,-0.08,0.34,0.281,0.086,0.196,0.077,382.08,1184.26,2.4,0.32,1.36,1.57,12.69,15.38,0.03,0.081,1.3,11.89,50.8,31.2,41.0,60.6,0.22,1741,441758.0,0.204
Company_07005,357.14,129.64,0.363,0.103,0.176,0.215,0.279,0.701,0.133,0.058,0.106,0.079,234.65,857.37,1.81,0.27,1.14,1.24,5.7,7.14,0.068,0.195,1.38,9.78,32.8,52.4,36.9,17.3,0.28,2959,120696.0,0.304
Company_07006,383.04,135.21,0.353,-0.047,-0.047,0.297,-0.001,0.543,0.136,0.011,0.114,0.237,520.56,591.92,3.85,0.88,2.75,1.7,4.55,7.66,0.08,0.003,1.85,2.87,75.7,38.3,98.5,135.9,0.28,2771,138232.0,0.114
Company_07007,538.22,109.26,0.203,0.261,0.146,0.188,0.087,0.671,0.212,0.168,0.143,0.088,295.0,1028.6,2.7,0.29,2.6,0.83,13.46,10.76,0.042,-0.033,0.22,2.11,80.0,48.8,92.8,124.0,0.393,178,3023708.0,0.313
Company_07008,10.24,1.87,0.183,0.2,0.139,-0.085,-0.087,0.256,0.131,0.035,0.056,0.112,7.69,16.34,4.11,0.47,1.53,1.1,4.68,0.2,0.085,0.031,1.35,11.55,85.6,21.7,72.8,136.7,0.082,3941,2598.0,0.083
Company_07009,248.83,93.56,0.376,0.27,0.105,-0.029,-0.023,0.569,0.265,0.071,0.217,0.11,409.79,308.47,4.38,1.33,2.51,1.88,11.73,4.98,0.068,-0.037,1.52,9.07,48.8,27.4,90.1,111.5,0.386,207,1202077.0,0.207
Company_07010,216.15,64.84,0.3,0.173,0.064,0.109,0.177,0.375,0.289,0.175,0.189,0.182,68.08,546.31,1.05,0.12,2.62,1.29,3.22,4.32,0.056,-0.009,0.33,3.87,40.8,46.1,79.4,74.1,0.141,3434,62944.0,0.166
Company_07011,257.98,96.74,0.375,-0.026,0.189,-0.002,-0.055,0.717,0.113,0.147,0.075,0.178,601.72,945.63,6.22,0.64,2.7,1.87,5.73,5.16,0.025,-0.039,1.68,8.87,86.7,53.6,58.0,91.1,0.379,2044,126213.0,0.078
Company_07012,807.85,265.78,0.329,0.023,0.053,-0.197,0.151,0.77,0.078,0.118,0.256,0.233,499.67,1098.73,1.88,0.45,1.87,1.1,3.62,16.16,0.096,0.119,1.13,6.7,69.5,46.0,80.7,104.2,0.036,53,15242453.0,0.221
Company_07013,286.88,75.45,0.263,0.095,0.019,-0.176,-0.099,0.233,0.041,0.069,0.256,0.131,456.47,744.26,6.05,0.61,2.94,1.89,7.28,5.74,0.024,0.047,1.53,2.2,71.0,57.2,62.8,76.6,0.09,4282,66997.0,0.062
Company_07014,199.61,18.16,0.091,0.143,0.043,0.261,0.086,0.635,0.08,0.108,0.08,0.206,77.36,96.95,4.26,0.8,2.78,1.24,11.91,3.99,0.072,0.079,1.26,5.04,45.6,37.2,73.1,81.5,0.052,1056,189025.0,0.118
Company_07015,509.22,77.4,0.152,0.271,0.082,-0.15,0.189,0.262,0.059,0.021,0.101,0.125,183.44,704.3,2.37,0.26,2.42,0.79,10.97,10.18,0.014,0.116,1.6,4.68,47.9,51.4,80.9,77.4,0.471,1104,461250.0,0.257
Company_07016,866.99,337.26,0.389,0.054,0.014,0.357,0.271,0.715,0.028,0.148,0.113,0.098,1915.64,3042.93,5.68,0.63,1.06,1.27,5.05,17.34,0.026,-0.011,1.92,8.51,45.5,34.9,91.8,102.4,0.463,3036,285570.0,-0.05
Company_07017,248.94,40.33,0.162,0.181,0.132,0.066,0.097,0.275,0.033,0.055,0.181,0.228,196.41,326.32,4.87,0.6,2.47,1.5,8.78,4.98,0.073,0.139,1.33,9.68,53.6,66.9,44.5,31.2,0.194,1667,149334.0,0.14
Company_07018,87.75,7.28,0.083,0.284,0.215,0.255,0.236,0.317,0.163,0.101,0.286,0.147,35.82,36.43,4.92,0.98,2.26,1.56,8.03,1.76,0.05,0.054,1.0,11.97,45.0,23.7,58.3,79.6,0.297,1544,56833.0,0.227
Company_07019,362.84,108.13,0.298,-0.039,0.129,-0.125,0.221,0.351,0.218,0.028,0.216,0.128,309.25,591.14,2.86,0.52,2.89,1.27,11.7,7.26,0.094,0.109,1.54,7.91,34.6,37.7,61.6,58.5,0.293,983,369115.0,0.149
Company_07020,750.18,230.31,0.307,0.245,0.084,0.356,0.018,0.637,0.295,0.145,0.22,0.231,787.66,1671.07,3.42,0.47,1.91,1.26,2.9,15.0,0.054,0.18,1.04,6.26,41.6,52.7,78.8,67.7,0.333,1300,577062.0,0.227
Company_07021,555.18,83.28,0.15,0.068,0.189,-0.18,0.25,0.376,0.064,0.18,0.123,0.238,351.44,269.71,4.22,1.3,2.18,0.85,11.65,11.1,0.038,-0.03,1.78,10.55,58.3,32.4,53.8,79.7,0.347,4172,133073.0,0.101
Company_07022,818.63,126.07,0.154,0.193,0.174,-0.175,0.156,0.558,0.216,0.097,0.206,0.14,405.95,850.86,3.22,0.48,2.14,0.62,4.65,16.37,0.1,0.164,0.65,8.32,37.5,48.0,52.0,41.5,0.264,356,2299522.0,0.169
Company_07023,960.0,205.44,0.214,0.017,0.06,-0.167,-0.058,0.543,0.175,0.026,0.103,0.054,653.3,1898.46,3.18,0.34,1.05,0.59,10.58,19.2,0.025,0.095,1.89,6.1,33.2,27.6,22.9,28.5,0.278,325,2953846.0,0.082
Company_07024,794.74,46.09,0.058,0.034,0.131,-0.138,0.276,0.441,0.154,0.19,0.228,0.056,279.31,139.23,6.06,2.01,1.43,1.07,3.27,15.89,0.038,0.052,0.71,9.02,75.9,42.2,31.7,65.4,0.381,2403,330728.0,-0.085
Company_07025,607.77,198.13,0.326,-0.089,0.169,0.092,-0.029,0.524,0.222,0.095,0.109,0.172,1343.32,1911.99,6.78,0.7,1.36,0.92,11.65,12.16,0.09,0.128,0.64,9.78,48.4,54.2,98.0,92.2,0.142,259,2346602.0,0.133
Company_07026,498.41,80.24,0.161,0.289,0.024,0.273,0.088,0.271,0.087,0.025,0.053,0.22,312.13,552.0,3.89,0.57,1.71,1.84,11.15,9.97,0.088,-0.019,1.82,10.68,33.1,65.1,44.9,12.9,0.138,3696,134851.0,0.248
Company_07027,49.67,17.33,0.349,0.225,0.06,-0.029,0.087,0.726,0.107,0.046,0.181,0.225,107.27,127.93,6.19,0.84,1.55,0.56,5.5,0.99,0.066,0.113,1.45,4.39,49.3,23.6,71.6,97.3,0.303,2555,19440.0,0.037
Company_07028,984.48,325.86,0.331,-0.062,-0.018,0.247,0.15,0.324,0.128,0.033,0.124,0.23,1889.99,1628.7,5.8,1.16,1.65,1.73,13.67,19.69,0.025,0.019,0.55,4.3,87.1,42.9,79.7,123.9,0.165,1616,609208.0,0.189
Company_07029,389.65,109.49,0.281,0.3,0.246,0.264,0.166,0.728,0.071,0.048,0.207,0.212,430.3,736.49,3.93,0.58,1.15,1.27,8.15,7.79,0.057,-0.007,0.87,4.21,48.4,69.5,94.7,73.6,0.464,2897,134501.0,0.277
Company_07030,160.71,26.36,0.164,0.142,-0.024,0.345,-0.007,0.511,0.154,0.04,0.237,0.224,131.01,199.11,4.97,0.66,1.31,1.69,9.85,3.21,0.069,-0.022,1.69,8.17,47.7,58.6,54.9,44.0,0.123,1053,152621.0,0.152
Company_07031,670.04,154.78,0.231,0.241,0.001,-0.11,0.041,0.568,0.057,0.185,0.253,0.218,215.14,1827.8,1.39,0.12,2.01,0.73,5.45,13.4,0.041,0.186,1.76,2.57,49.1,36.1,98.3,111.3,0.141,3575,187424.0,0.306
Company_07032,291.45,60.04,0.206,-0.073,0.094,-0.119,-0.042,0.354,0.109,0.05,0.295,0.218,291.79,514.87,4.86,0.57,2.02,1.85,8.72,5.83,0.094,0.093,0.87,10.24,53.1,38.7,54.8,69.2,0.054,1106,263517.0,0.09
Company_07033,589.92,99.7,0.169,0.056,0.21,-0.127,-0.05,0.333,0.052,0.094,0.189,0.115,245.26,864.89,2.46,0.28,1.19,1.02,2.54,11.8,0.033,0.129,1.54,10.69,59.3,63.0,25.9,22.2,0.339,4759,123959.0,0.015
Company_07034,590.9,205.04,0.347,0.168,0.057,0.016,0.23,0.494,0.03,0.149,0.171,0.129,1359.42,2454.87,6.63,0.55,2.21,1.97,4.85,11.82,0.028,0.147,1.87,11.78,35.9,61.6,44.6,18.9,0.047,294,2009864.0,0.058
Company_07035,451.27,98.83,0.219,-0.057,0.181,0.094,0.2,0.36,0.119,0.139,0.111,0.113,495.14,328.53,5.01,1.51,2.96,1.65,3.87,9.03,0.045,0.009,1.01,9.67,89.8,68.8,99.9,120.9,0.082,2117,213165.0,-0.091
Company_07036,837.76,285.68,0.341,0.096,0.153,0.077,0.077,0.454,0.193,0.192,0.237,0.081,1348.41,3097.17,4.72,0.44,1.78,1.77,4.57,16.76,0.023,-0.019,1.22,3.41,58.4,44.1,23.8,38.1,0.128,570,1469754.0,0.087
Company_07037,272.32,23.69,0.087,0.077,0.142,-0.046,-0.062,0.464,0.063,0.194,0.171,0.116,152.33,239.71,6.43,0.64,1.32,0.55,3.16,5.45,0.063,0.161,1.52,10.89,48.8,61.4,59.6,47.0,0.074,111,2453333.0,0.004
Company_07038,454.15,44.96,0.099,-0.014,0.204,0.173,0.08,0.363,0.298,0.118,0.132,0.231,246.38,153.97,5.48,1.6,2.99,0.51,5.94,9.08,0.016,0.027,0.53,7.22,80.4,65.7,87.0,101.7,0.401,596,761997.0,-0.071
Company_07039,542.32,212.59,0.392,0.02,-0.046,0.003,0.018,0.375,0.097,0.153,0.158,0.244,746.19,1483.64,3.51,0.5,2.05,0.78,12.75,10.85,0.015,-0.021,1.98,11.66,74.8,68.3,95.6,102.1,0.419,4295,126268.0,0.293
Company_07040,666.99,170.75,0.256,0.287,0.229,0.02,0.211,0.784,0.026,0.083,0.143,0.08,978.4,1307.23,5.73,0.75,1.49,1.55,9.04,13.34,0.026,0.087,1.86,7.78,46.2,22.4,38.5,62.3,0.156,4071,163839.0,0.2
Company_07041,786.13,179.24,0.228,0.015,0.199,-0.137,-0.061,0.552,0.028,0.092,0.295,0.182,1181.19,590.67,6.59,2.0,2.75,1.42,9.27,15.72,0.021,0.084,0.44,7.35,74.5,34.5,63.0,103.0,0.337,4918,159847.0,0.037
Company_07042,400.86,93.4,0.233,-0.015,0.231,0.155,0.081,0.699,0.207,0.03,0.107,0.243,622.04,656.82,6.66,0.95,1.25,1.69,7.75,8.02,0.01,0.134,0.69,2.52,56.2,55.1,40.2,41.3,0.332,771,519922.0,0.016
Company_07043,649.59,81.2,0.125,0.114,0.188,0.193,0.137,0.227,0.208,0.138,0.154,0.091,203.0,886.95,2.5,0.23,1.37,1.7,11.4,12.99,0.063,0.026,0.24,5.42,54.4,62.5,94.5,86.4,0.422,914,710711.0,0.171
Company_07044,159.1,48.05,0.302,0.168,0.214,0.255,0.294,0.201,0.273,0.061,0.127,0.218,206.13,156.42,4.29,1.32,2.51,1.74,13.83,3.18,0.066,0.196,1.95,11.36,35.7,51.5,75.1,59.3,0.28,2054,77459.0,0.307
Company_07045,933.32,74.67,0.08,0.19,0.011,0.342,-0.064,0.511,0.045,0.025,0.093,0.109,430.85,780.52,5.77,0.55,2.82,1.99,11.56,18.67,0.093,0.022,0.41,8.0,88.4,24.2,99.1,163.3,0.341,1292,722384.0,0.124
Company_07046,389.23,97.7,0.251,0.202,0.046,0.26,-0.054,0.696,0.125,0.029,0.125,0.132,672.18,1030.43,6.88,0.65,1.86,1.47,4.59,7.78,0.012,0.132,1.82,5.47,67.1,66.1,97.8,98.8,0.35,4430,87862.0,-0.002
Company_07047,732.23,183.06,0.25,-0.085,0.045,-0.059,0.295,0.567,0.269,0.147,0.172,0.233,280.08,553.79,1.53,0.51,1.14,1.26,3.05,14.64,0.017,0.139,0.24,5.79,70.8,37.1,74.0,107.7,0.447,615,1190618.0,0.202
Company_07048,30.14,11.15,0.37,0.058,-0.017,-0.059,0.062,0.571,0.243,0.053,0.208,0.062,62.77,124.67,5.63,0.5,2.25,1.07,2.75,0.6,0.047,0.137,0.82,8.35,61.1,50.2,42.1,53.0,0.102,2473,12188.0,-0.025
Company_07049,213.14,49.87,0.234,0.21,0.169,0.349,0.197,0.284,0.085,0.156,0.204,0.14,185.02,470.74,3.71,0.39,2.53,1.95,13.25,4.26,0.041,0.039,0.99,8.7,79.2,57.6,33.3,54.9,0.397,2969,71788.0,0.345
